datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name,square_diagonal,query_count,query_long,query_lat,dist_from_center,p_name
0.9932,497.4,METERS,GHCND_USC00391076,44.3252,-96.7686,10/16/2018,1893-01-01,"BROOKINGS 2 NE, SD US",2.139864108,14,-96.41857517,44.30642764,0.350527864,Minn-Dakota
0.9571,501.1,METERS,GHCND_USC00395090,43.9905,-97.0925,10/17/2018,10/1/1961,"MADISON 2 SE, SD US",2.139864108,14,-96.41857517,44.30642764,0.744301653,Minn-Dakota
0.9561,435.9,METERS,GHCND_USC00397666,43.5877,-96.73,10/17/2018,1/1/2011,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2.139864108,14,-96.41857517,44.30642764,0.783297418,Minn-Dakota
0.8412,570,METERS,GHCND_USC00355734,45.4825,-120.7236,10/11/2018,1897-11-01,"MORO, OR US",2.567836929,15,-120.5608108,45.55885365,0.179806046,Klondike IIIA
0.9975,71.6,METERS,GHCND_USW00024219,45.6194,-121.1661,10/15/2018,7/1/1948,"DALLESPORT AIRPORT, WA US",2.567836929,15,-120.5608108,45.55885365,0.608309882,Klondike IIIA
0.9283,253,METERS,GHCND_USC00456768,46.2014,-119.758,10/17/2018,7/1/1925,"PROSSER, WA US",2.567836929,15,-120.5608108,45.55885365,1.028285436,Klondike IIIA
0.9945,1408.8,METERS,GHCND_USC00057866,37.36944,-102.74278,5/31/2002,9/1/1956,"SPRINGFIELD 7 WSW, CO US",1.238347284,11,-102.6366396,37.70066389,0.347814667,Colorado Green Wind Project (Lamar)
0.987,1129,METERS,GHCND_USW00003013,38.07,-102.68806,10/16/2018,7/1/1996,"LAMAR MUNICIPAL AIRPORT, CO US",1.238347284,11,-102.6366396,37.70066389,0.372898401,Colorado Green Wind Project (Lamar)
0.9991,1335.9,METERS,GHCND_USW00003028,37.28333,-102.61389,10/16/2018,7/1/1998,"SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US",1.238347284,11,-102.6366396,37.70066389,0.417953491,Colorado Green Wind Project (Lamar)
0.6424,181.1,METERS,GHCND_USW00014834,41.5,-88.16667,10/17/2018,1893-11-01,"JOLIET, IL US",2.567836929,15,-88.05078999,41.00303538,0.510296004,Pilot Hill
0.7581,230.1,METERS,GHCND_USW00014806,40.313,-88.1598,10/15/2018,1893-01-01,"RANTOUL, IL US",2.567836929,15,-88.05078999,41.00303538,0.698592876,Pilot Hill
0.9573,189,METERS,GHCND_USC00111577,41.7372,-87.7775,10/16/2018,2/29/1928,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",2.567836929,15,-88.05078999,41.00303538,0.783380565,Pilot Hill
0.9902,330.7,METERS,GHCND_USC00341750,35.0488,-97.9158,10/15/2018,6/1/1953,"CHICKASHA EXPERIMENT STATION, OK US",2.139864108,14,-97.98370179,35.27995458,0.240921343,Minco Wind
0.9213,391.7,METERS,GHCND_USW00013967,35.3889,-97.6006,10/16/2018,12/14/1941,"OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US",2.139864108,14,-97.98370179,35.27995458,0.398291459,Minco Wind
0.9875,395.3,METERS,GHCND_USW00003954,35.53417,-97.64694,10/16/2018,8/1/1996,"OKLAHOMA CITY WILEY POST AIRPORT, OK US",2.139864108,14,-97.98370179,35.27995458,0.421940734,Minco Wind
0.9285,484.6,METERS,GHCND_USC00341445,36.06167,-98.59,8/31/2002,5/6/1943,"CANTON, OK US",3.081404315,16,-98.69177532,35.97820294,0.13162434,Mammoth Plains
0.5464,585.8,METERS,GHCND_USW00003932,35.3568,-99.2042,10/16/2018,8/17/1958,"CLINTON SHERMAN AIRPORT, OK US",3.081404315,16,-98.69177532,35.97820294,0.805431972,Mammoth Plains
0.9526,365.8,METERS,GHCND_USC00343740,36.7425,-98.133,9/10/2018,3/12/1946,"GREAT SALT PLAINS DAM, OK US",3.081404315,16,-98.69177532,35.97820294,0.946773394,Mammoth Plains
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",3.081404315,16,-101.4483411,32.48637266,0.242131965,Gunsight
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",3.081404315,16,-101.4483411,32.48637266,0.702432196,Gunsight
1,872.3,METERS,GHCND_USW00023023,31.9475,-102.2086,10/16/2018,6/1/1930,"MIDLAND INTERNATIONAL AIRPORT, TX US",3.081404315,16,-101.4483411,32.48637266,0.93186762,Gunsight
0.9973,597.7,METERS,GHCND_USW00094949,40.6005,-98.4258,10/16/2018,7/3/1996,"HASTINGS MUNICIPAL AIRPORT, NE US",2.139864108,14,-98.42182998,40.27864345,0.321881034,Cottonwood Wind
0.9792,590.7,METERS,GHCND_USC00253660,40.6471,-98.3835,10/17/2018,1894-11-01,"HASTINGS 4 N, NE US",2.139864108,14,-98.42182998,40.27864345,0.37044489,Cottonwood Wind
0.9627,545,METERS,GHCND_USC00251684,40.5208,-98.0536,10/17/2018,7/1/1971,"CLAY CENTER, NE US",2.139864108,14,-98.42182998,40.27864345,0.440718855,Cottonwood Wind
0.9285,484.6,METERS,GHCND_USC00341445,36.06167,-98.59,8/31/2002,5/6/1943,"CANTON, OK US",2.567836929,15,-98.97953986,36.14897429,0.399203388,Seiling 2
0.9749,618.7,METERS,GHCND_USC00343304,36.54417,-99.535,3/31/2012,7/1/1940,"FORT SUPPLY, OK US",2.567836929,15,-98.97953986,36.14897429,0.68170053,Seiling 2
0.6758,667.8,METERS,GHCND_USW00013975,36.2967,-99.7689,10/16/2018,5/1/1904,"GAGE AIRPORT, OK US",2.567836929,15,-98.97953986,36.14897429,0.803064325,Seiling 2
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",2.567836929,15,-101.1049227,33.83904825,0.426459407,Wake
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,10/17/2018,3/1/1911,"LUBBOCK 9 N, TX US",2.567836929,15,-101.1049227,33.83904825,0.732366903,Wake
0.981,991.8,METERS,GHCND_USW00023042,33.6656,-101.8231,10/16/2018,8/10/1945,"LUBBOCK INTERNATIONAL AIRPORT, TX US",2.567836929,15,-101.1049227,33.83904825,0.738825325,Wake
0.8059,271.3,METERS,GHCND_USC00128784,40.2233,-86.1086,10/17/2018,8/1/1971,"TIPTON 5 SW, IN US",1.78322009,13,-85.86404207,40.34003668,0.270990835,Wildcat I
0.9646,229.2,METERS,GHCND_USC00121303,39.9617,-86.0585,10/16/2018,12/1/1998,"CARMEL 3 E, IN US",1.78322009,13,-85.86404207,40.34003668,0.425385154,Wildcat I
0.9661,285.6,METERS,GHCND_USW00094895,40.23417,-85.39361,10/16/2018,10/1/1962,"MUNCIE DELAWARE CO AIRPORT, IN US",1.78322009,13,-85.86404207,40.34003668,0.482197147,Wildcat I
0.9936,930.9,METERS,GHCND_USW00003024,35.695,-101.395,10/16/2018,6/1/1997,"BORGER HUTCHINSON CO AIRPORT, TX US",3.697685178,17,-101.1007483,35.33031079,0.468596083,Grandview II (Colbeck's Corner)
0.9952,894.9,METERS,GHCND_USC00418040,35.7048,-101.5492,10/17/2018,10/1/1993,"SANFORD DAM, TX US",3.697685178,17,-101.1007483,35.33031079,0.584252603,Grandview II (Colbeck's Corner)
0.9492,1098.5,METERS,GHCND_USW00023047,35.2295,-101.7042,10/16/2018,3/1/1943,"AMARILLO AIRPORT, TX US",3.697685178,17,-101.1007483,35.33031079,0.611814331,Grandview II (Colbeck's Corner)
0.9856,382.5,METERS,GHCND_USW00003981,34.34444,-98.98306,10/16/2018,2/1/1998,"FREDERICK MUNICIPAL AIRPORT, OK US",2.139864108,14,-99.07437595,34.11221641,0.24953236,Electra Wind
0.619,386.8,METERS,GHCND_USC00348879,34.43972,-99.1375,8/31/2018,7/3/1938,"TIPTON 4 S, OK US",2.139864108,14,-99.07437595,34.11221641,0.333531479,Electra Wind
0.8552,355.7,METERS,GHCND_USC00414982,33.7542,-99.1442,10/17/2018,4/1/1962,"LAKE KEMP, TX US",2.139864108,14,-99.07437595,34.11221641,0.364761769,Electra Wind
0.9386,294.1,METERS,GHCND_USC00122825,40.2538,-85.1484,10/17/2018,1893-01-01,"FARMLAND 5 NNW, IN US",2.139864108,14,-84.94752181,40.32258832,0.212329651,Bluff Point
0.9661,285.6,METERS,GHCND_USW00094895,40.23417,-85.39361,10/16/2018,10/1/1962,"MUNCIE DELAWARE CO AIRPORT, IN US",2.139864108,14,-84.94752181,40.32258832,0.454766396,Bluff Point
0.9979,241.1,METERS,GHCND_USW00014827,40.9705,-85.2063,10/16/2018,8/1/1939,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2.139864108,14,-84.94752181,40.32258832,0.697678797,Bluff Point
0.9012,492.3,METERS,GHCND_USC00324958,48.7622,-98.3447,10/17/2018,1897-04-01,"LANGDON EXPERIMENTAL FARM, ND US",2.139864108,14,-98.28708083,48.62194192,0.151632115,Langdon (2008)
0.9929,298,METERS,GHCND_CA005021849,49.1833,-98.0833,10/15/2018,12/1/1999,"MORDEN CDA CS, CA",2.139864108,14,-98.28708083,48.62194192,0.597201411,Langdon (2008)
0.9294,446.2,METERS,GHCND_USW00014912,48.1069,-98.868,7/2/2014,1/1/1921,"DEVILS LAKE KDLR, ND US",2.139864108,14,-98.28708083,48.62194192,0.776360261,Langdon (2008)
0.9965,291.1,METERS,GHCND_USW00094989,41.99056,-93.61889,10/16/2018,10/1/1996,"AMES MUNICIPAL AIRPORT, IA US",3.081404315,16,-93.39163803,42.23525025,0.333941277,Story II (aka Garden Wind)
0.9986,335,METERS,GHCND_USC00130200,42.0208,-93.7741,10/10/2018,11/1/1964,"AMES 8 WSW, IA US",3.081404315,16,-93.39163803,42.23525025,0.438481548,Story II (aka Garden Wind)
0.9938,296.9,METERS,GHCND_USW00094988,42.11056,-92.91611,10/16/2018,10/1/1996,"MARSHALLTOWN MUNICIPAL AIRPORT, IA US",3.081404315,16,-93.39163803,42.23525025,0.491604074,Story II (aka Garden Wind)
0.9731,650.7,METERS,GHCND_USC00141383,38.7978,-99.723,10/17/2018,8/1/1949,"CEDAR BLUFF DAM, KS US",2.567836929,15,-99.73485143,38.67129276,0.127061163,Cedar Bluff
0.9891,612.6,METERS,GHCND_USC00143527,38.8586,-99.3358,10/17/2018,1892-07-01,"HAYS 1 S, KS US",2.567836929,15,-99.73485143,38.67129276,0.440824284,Cedar Bluff
0.842,666.9,METERS,GHCND_USW00093990,39.37556,-99.82972,10/16/2018,2/1/1907,"HILL CITY MUNICIPAL AIRPORT, KS US",2.567836929,15,-99.73485143,38.67129276,0.710628169,Cedar Bluff
0.82,1837.9,METERS,GHCND_USW00003068,38.76667,-104.3,10/15/2018,5/1/2006,"BULLSEYE AUXILIARY AIRFIELD USAFA, CO US",1.78322009,13,-104.2294311,38.9975883,0.241460611,Golden West Wind Farm
0.9927,1749.2,METERS,GHCND_USC00052668,38.74028,-104.39944,10/16/2018,7/1/2010,"ELLICOTT 7 S, CO US",1.78322009,13,-104.2294311,38.9975883,0.308400032,Golden West Wind Farm
0.9267,1884,METERS,GHCND_USW00093037,38.81,-104.6884,10/16/2018,9/1/1942,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",1.78322009,13,-104.2294311,38.9975883,0.495824368,Golden West Wind Farm
0.9667,1638,METERS,GHCND_USW00093010,39.275,-103.666,10/16/2018,8/1/1948,"LIMON, CO US",2.567836929,15,-103.5647495,39.33490202,0.117643173,Limon II
0.293,1531.6,METERS,GHCND_USC00054172,39.1438,-103.4897,10/17/2018,1893-01-01,"HUGO 1 NW, CO US",2.567836929,15,-103.5647495,39.33490202,0.205310515,Limon II
0.9996,1333.2,METERS,GHCND_USC00059213,40.075,-103.5677,10/17/2018,6/1/1993,"WOODROW 6 NNE, CO US",2.567836929,15,-103.5647495,39.33490202,0.740103865,Limon II
0.4585,291.1,METERS,GHCND_USW00014748,42.15944,-76.89194,10/15/2018,7/1/1938,"ELMIRA CORNING REGIONAL AIRPORT, NY US",2.567836929,15,-76.89046049,41.75550284,0.403939874,Armenia Mountain
0.5986,158.5,METERS,GHCND_USW00014778,41.2433,-76.9217,10/16/2018,1/30/1901,"WILLIAMSPORT REGIONAL AIRPORT, PA US",2.567836929,15,-76.89046049,41.75550284,0.513154608,Armenia Mountain
0.968,292.6,METERS,GHCND_USC00304174,42.4491,-76.4491,10/17/2018,1893-01-01,"ITHACA CORNELL UNIVERSITY, NY US",2.567836929,15,-76.89046049,41.75550284,0.822116847,Armenia Mountain
0.9902,330.7,METERS,GHCND_USC00341750,35.0488,-97.9158,10/15/2018,6/1/1953,"CHICKASHA EXPERIMENT STATION, OK US",2.139864108,14,-98.05861103,35.32923683,0.314705901,Minco II
0.9875,395.3,METERS,GHCND_USW00003954,35.53417,-97.64694,10/16/2018,8/1/1996,"OKLAHOMA CITY WILEY POST AIRPORT, OK US",2.139864108,14,-98.05861103,35.32923683,0.459859375,Minco II
0.9213,391.7,METERS,GHCND_USW00013967,35.3889,-97.6006,10/16/2018,12/14/1941,"OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US",2.139864108,14,-98.05861103,35.32923683,0.46188072,Minco II
0.9283,253,METERS,GHCND_USC00456768,46.2014,-119.758,10/17/2018,7/1/1925,"PROSSER, WA US",2.567836929,15,-120.0486187,45.66467756,0.610352509,South Hurlburt
0.8412,570,METERS,GHCND_USC00355734,45.4825,-120.7236,10/11/2018,1897-11-01,"MORO, OR US",2.567836929,15,-120.0486187,45.66467756,0.699134084,South Hurlburt
0.9957,195.4,METERS,GHCND_USW00004113,45.82583,-119.26111,10/16/2018,3/16/1998,"HERMISTON MUNICIPAL AIRPORT, OR US",2.567836929,15,-120.0486187,45.66467756,0.803828343,South Hurlburt
0.9492,1098.5,METERS,GHCND_USW00023047,35.2295,-101.7042,10/16/2018,3/1/1943,"AMARILLO AIRPORT, TX US",3.081404315,16,-102.2493135,34.71226525,0.751452254,Jumbo Road
0.9862,1351.8,METERS,GHCND_USC00291963,34.5988,-103.2161,10/17/2018,6/21/1949,"CLOVIS 13 N, NM US",3.081404315,16,-102.2493135,34.71226525,0.97342208,Jumbo Road
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,10/17/2018,3/1/1911,"LUBBOCK 9 N, TX US",3.081404315,16,-102.2493135,34.71226525,1.108296875,Jumbo Road
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",3.081404315,16,-101.4455757,31.72309297,0.521270349,Rattlesnake
1,872.3,METERS,GHCND_USW00023023,31.9475,-102.2086,10/16/2018,6/1/1930,"MIDLAND INTERNATIONAL AIRPORT, TX US",3.081404315,16,-101.4455757,31.72309297,0.795339327,Rattlesnake
0.9977,914.7,METERS,GHCND_USW00003031,31.92056,-102.38667,10/16/2018,12/1/1998,"ODESSA SCHLEMEYER FIELD, TX US",3.081404315,16,-101.4455757,31.72309297,0.961588149,Rattlesnake
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,10/17/2018,1890-04-01,"EAST TAWAS, MI US",2.567836929,15,-83.31563811,43.77030959,0.546810818,Pheasant Run I
0.9637,179.8,METERS,GHCND_USW00094898,44.02194,-82.79306,10/15/2018,6/24/1999,"PORT HOPE, MI US",2.567836929,15,-83.31563811,43.77030959,0.580004955,Pheasant Run I
0.8035,256.6,METERS,GHCND_USC00203527,44.3127,-83.8272,9/30/2009,2/1/2002,"HALE 5 SSW, MI US",2.567836929,15,-83.31563811,43.77030959,0.745575563,Pheasant Run I
0.9974,347.5,METERS,GHCND_USC00214546,44.2395,-95.3152,10/2/2018,1/1/1961,"LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER, MN US",2.567836929,15,-95.95009947,43.8736557,0.732761479,Fenton
0.9561,435.9,METERS,GHCND_USC00397666,43.5877,-96.73,10/17/2018,1/1/2011,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2.567836929,15,-95.95009947,43.8736557,0.830671718,Fenton
0.9989,435.3,METERS,GHCND_USW00014944,43.5778,-96.7539,10/16/2018,1/1/1932,"SIOUX FALLS FOSS FIELD, SD US",2.567836929,15,-95.95009947,43.8736557,0.856519639,Fenton
0.2393,150.6,METERS,GHCND_USW00012907,27.53333,-99.46667,10/16/2018,3/15/1965,"LAREDO INTERNATIONAL AIRPORT, TX US",3.081404315,16,-98.98859916,27.3347443,0.517675583,Javelina
0.7522,131.1,METERS,GHCND_USC00415060,27.5684,-99.4982,10/16/2018,9/1/1946,"LAREDO 2, TX US",3.081404315,16,-98.98859916,27.3347443,0.560613952,Javelina
0.9837,97.5,METERS,GHCND_USC00413060,26.558,-99.1372,10/17/2018,7/1/1962,"FALCON DAM, TX US",3.081404315,16,-98.98859916,27.3347443,0.790831158,Javelina
0.9863,215.8,METERS,GHCND_USC00129430,40.475,-86.9919,10/17/2018,1/1/1901,"WEST LAFAYETTE 6 NW, IN US",2.567836929,15,-87.01801395,40.60030843,0.12800055,Meadow Lake III
0.926,182.6,METERS,GHCND_USW00014835,40.41222,-86.93694,10/16/2018,1/1/1944,"LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US",2.567836929,15,-87.01801395,40.60030843,0.204817584,Meadow Lake III
0.8807,210.3,METERS,GHCND_USC00129670,41.0267,-86.5866,5/31/2018,1897-04-28,"WINAMAC 2 SSE, IN US",2.567836929,15,-87.01801395,40.60030843,0.606570499,Meadow Lake III
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",3.697685178,17,-100.6741214,32.59145904,0.60324715,Pyron (Roscoe III)
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",3.697685178,17,-100.6741214,32.59145904,0.85338275,Pyron (Roscoe III)
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",3.697685178,17,-100.6741214,32.59145904,0.910401083,Pyron (Roscoe III)
0.9653,584,METERS,GHCND_USW00023034,31.35167,-100.495,10/16/2018,8/1/1907,"SAN ANGELO MATHIS FIELD, TX US",3.697685178,17,-100.6635945,31.12417291,0.283159021,Langford
0.2272,576.1,METERS,GHCND_USC00417944,31.37083,-100.49432,10/17/2018,11/1/1947,"SAN ANGELO WEATHER FORECAST OFFICE, TX US",3.697685178,17,-100.6635945,31.12417291,0.29915477,Langford
0.8222,598.6,METERS,GHCND_USC00416499,31.45389,-100.49333,1/31/2008,12/1/1975,"O C FISHER DAM, TX US",3.697685178,17,-100.6635945,31.12417291,0.371084033,Langford
0.9974,347.5,METERS,GHCND_USC00214546,44.2395,-95.3152,10/2/2018,1/1/1961,"LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER, MN US",3.081404315,16,-95.78957449,43.6838723,0.73058422,Nobles
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,10/15/2018,10/1/1996,"SPENCER MUNICIPAL AIRPORT, IA US",3.081404315,16,-95.78957449,43.6838723,0.784500864,Nobles
0.9561,435.9,METERS,GHCND_USC00397666,43.5877,-96.73,10/17/2018,1/1/2011,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",3.081404315,16,-95.78957449,43.6838723,0.945330231,Nobles
0.9977,771.1,METERS,GHCND_USW00094946,41.43333,-99.63333,10/16/2018,7/31/1999,"BROKEN BOW MUNICIPAL AIRPORT, NE US",3.697685178,17,-99.55834302,41.45824886,0.079018965,Broken Bow I
0.9985,629.1,METERS,GHCND_USW00094958,41.62333,-98.94833,10/16/2018,8/1/2000,"ORD EVELYN SHARP FIELD, NE US",3.697685178,17,-99.55834302,41.45824886,0.631955431,Broken Bow I
1,846.7,METERS,GHCND_USW00024023,41.1213,-100.6694,10/16/2018,1/1/1948,"NORTH PLATTE REGIONAL AIRPORT, NE US",3.697685178,17,-99.55834302,41.45824886,1.161026333,Broken Bow I
0.9561,435.9,METERS,GHCND_USC00397666,43.5877,-96.73,10/17/2018,1/1/2011,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2.567836929,15,-96.28542053,43.79704255,0.491401269,Prairie Rose
0.9989,435.3,METERS,GHCND_USW00014944,43.5778,-96.7539,10/16/2018,1/1/1932,"SIOUX FALLS FOSS FIELD, SD US",2.567836929,15,-96.28542053,43.79704255,0.517242988,Prairie Rose
0.9932,497.4,METERS,GHCND_USC00391076,44.3252,-96.7686,10/16/2018,1893-01-01,"BROOKINGS 2 NE, SD US",2.567836929,15,-96.28542053,43.79704255,0.715830075,Prairie Rose
0.9915,533.4,METERS,GHCND_USC00325479,46.8127,-100.9097,9/4/2018,7/16/1913,"MANDAN EXPERIMENT STATION, ND US",1.78322009,13,-101.1653848,46.95033367,0.290375133,Oliver III
0.8602,503.2,METERS,GHCND_USW00024011,46.7825,-100.7572,10/16/2018,7/1/1936,"BISMARCK MUNICIPAL AIRPORT, ND US",1.78322009,13,-101.1653848,46.95033367,0.441342191,Oliver III
0.6632,598,METERS,GHCND_USC00327585,47.4914,-101.3775,10/9/2018,9/1/1948,"RIVERDALE, ND US",1.78322009,13,-101.1653848,46.95033367,0.581158891,Oliver III
0.9989,201.2,METERS,GHCND_USW00014845,43.53306,-84.07972,10/16/2018,1898-01-01,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",2.567836929,15,-83.65310457,43.52597372,0.426674276,Tuscola Bay Wind
1,234.7,METERS,GHCND_USW00014826,42.9666,-83.7494,10/16/2018,5/2/1948,"FLINT BISHOP INTERNATIONAL AIRPORT, MI US",2.567836929,15,-83.65310457,43.52597372,0.567601769,Tuscola Bay Wind
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,10/17/2018,1890-04-01,"EAST TAWAS, MI US",2.567836929,15,-83.65310457,43.52597372,0.772432708,Tuscola Bay Wind
0.9401,310,METERS,GHCND_USW00013966,33.9786,-98.4928,10/16/2018,1897-01-01,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",3.081404315,16,-98.57871448,33.50355068,0.482755792,Bobcat Bluff
0.8552,355.7,METERS,GHCND_USC00414982,33.7542,-99.1442,10/17/2018,4/1/1962,"LAKE KEMP, TX US",3.081404315,16,-98.57871448,33.50355068,0.618545839,Bobcat Bluff
0.9027,283.5,METERS,GHCND_USW00093985,32.7816,-98.0602,10/16/2018,3/10/1948,"MINERAL WELLS AIRPORT, TX US",3.081404315,16,-98.57871448,33.50355068,0.888858847,Bobcat Bluff
0.8412,570,METERS,GHCND_USC00355734,45.4825,-120.7236,10/11/2018,1897-11-01,"MORO, OR US",3.081404315,16,-120.5918449,45.57371263,0.160247141,Klondike III (Wasco)
0.9975,71.6,METERS,GHCND_USW00024219,45.6194,-121.1661,10/15/2018,7/1/1948,"DALLESPORT AIRPORT, WA US",3.081404315,16,-120.5918449,45.57371263,0.57606965,Klondike III (Wasco)
0.9752,152.4,METERS,GHCND_USC00354003,45.6847,-121.5175,10/9/2018,1893-01-01,"HOOD RIVER EXPERIMENT STATION, OR US",3.081404315,16,-120.5918449,45.57371263,0.932285116,Klondike III (Wasco)
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",2.567836929,15,-101.7478275,32.71594848,0.555844653,Mesquite Creek
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",2.567836929,15,-101.7478275,32.71594848,0.780878898,Mesquite Creek
1,872.3,METERS,GHCND_USW00023023,31.9475,-102.2086,10/16/2018,6/1/1930,"MIDLAND INTERNATIONAL AIRPORT, TX US",2.567836929,15,-101.7478275,32.71594848,0.89600467,Mesquite Creek
1,472.7,METERS,GHCND_USW00014941,41.9855,-97.4352,10/16/2018,10/1/1945,"NORFOLK KARL STEFAN MEMORIAL AIRPORT, NE US",3.081404315,16,-97.92293827,41.93980215,0.489874384,Prairie Breeze II
0.9788,515.1,METERS,GHCND_USC00256396,42.3691,-97.5983,7/31/2013,9/1/2008,"OSMOND NUMBER 1, NE US",3.081404315,16,-97.92293827,41.93980215,0.538225466,Prairie Breeze II
0.9084,502.9,METERS,GHCND_USC00253075,41.3594,-97.9761,11/30/2013,3/1/1901,"FULLERTON, NE US",3.081404315,16,-97.92293827,41.93980215,0.582831726,Prairie Breeze II
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",3.081404315,16,-100.8871279,32.78401979,0.323498226,Camp Springs II (4Q07)
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",3.081404315,16,-100.8871279,32.78401979,0.695237521,Camp Springs II (4Q07)
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",3.081404315,16,-100.8871279,32.78401979,0.782496864,Camp Springs II (4Q07)
0.9526,365.8,METERS,GHCND_USC00343740,36.7425,-98.133,9/10/2018,3/12/1946,"GREAT SALT PLAINS DAM, OK US",1.78322009,13,-97.67607912,36.44769702,0.5437697,Breckinridge
0.9995,304.8,METERS,GHCND_USW00013969,36.73667,-97.10194,10/16/2018,1/1/1948,"PONCA CITY MUNICIPAL AIRPORT, OK US",1.78322009,13,-97.67607912,36.44769702,0.642760544,Breckinridge
0.9892,325.5,METERS,GHCND_USW00053913,35.8517,-97.4142,10/16/2018,4/9/1998,"GUTHRIE MUNICIPAL AIRPORT, OK US",1.78322009,13,-97.67607912,36.44769702,0.650993948,Breckinridge
0.619,386.8,METERS,GHCND_USC00348879,34.43972,-99.1375,8/31/2018,7/3/1938,"TIPTON 4 S, OK US",2.139864108,14,-99.37687119,34.30483719,0.274757964,Blue Summit
0.9856,382.5,METERS,GHCND_USW00003981,34.34444,-98.98306,10/16/2018,2/1/1998,"FREDERICK MUNICIPAL AIRPORT, OK US",2.139864108,14,-99.37687119,34.30483719,0.395797467,Blue Summit
0.9498,464.8,METERS,GHCND_USC00340184,34.8847,-99.2964,10/17/2018,8/1/1945,"ALTUS DAM, OK US",2.139864108,14,-99.37687119,34.30483719,0.585419928,Blue Summit
0.7581,230.1,METERS,GHCND_USW00014806,40.313,-88.1598,10/15/2018,1893-01-01,"RANTOUL, IL US",2.567836929,15,-88.01471818,40.46793756,0.212260177,Pioneer Trail
0.995,205.7,METERS,GHCND_USC00116344,40.1101,-87.9567,10/17/2018,11/1/2001,"OGDEN, IL US",2.567836929,15,-88.01471818,40.46793756,0.362510457,Pioneer Trail
0.9988,219.8,METERS,GHCND_USC00118740,40.084,-88.2404,10/17/2018,8/1/1902,"CHAMPAIGN 3 S, IL US",2.567836929,15,-88.01471818,40.46793756,0.44535417,Pioneer Trail
0.8552,355.7,METERS,GHCND_USC00414982,33.7542,-99.1442,10/17/2018,4/1/1962,"LAKE KEMP, TX US",3.081404315,16,-99.5414586,33.35810393,0.560987069,Horse Creek Wind
0.9804,545.6,METERS,GHCND_USW00013962,32.4105,-99.6822,10/16/2018,8/1/1946,"ABILENE REGIONAL AIRPORT, TX US",3.081404315,16,-99.5414586,33.35810393,0.957998617,Horse Creek Wind
0.9856,382.5,METERS,GHCND_USW00003981,34.34444,-98.98306,10/16/2018,2/1/1998,"FREDERICK MUNICIPAL AIRPORT, OK US",3.081404315,16,-99.5414586,33.35810393,1.133431886,Horse Creek Wind
